id,screen_name,followers_count,friends_count,status_count,description,label
138492664,wishrajpoot,1218,336,28788,"Lecturer/Forex Trader/Researcher/Financial analyst.My tweets are my own, RT's are not endorsements",0
2977476603,wmylexi,15,14,2883,was the letter E on wheel of fortune,0
471572791,wordisblack,537,475,18216,cause my mentality is money orentiated,0
2572179229,woundedsongbrd,78,102,3492,20.butts.beards.shows.books.food.aliens,0
187248137,wromany,680,611,48369,Live purely. Live peaceful. Live true. Be peaceful. Be loving. Be you.,0
149038171,wsrgo,146,519,10549,"@PaddockScout writer for Formula Masters China, Italian F4 and MRF Challenge. 2nd year student of Zoology.",0
2784675022,wsupdev,107,152,4218,w,0
2966827845,wthahs,600,88,8134,♡ i care about your feelings more than mine ♡,0
211087053,exoloxios,159,381,1557,"Only SM Ent., YG Ent., JYP Ent., BigHit Ent., WM Ent. & Starship Ent. groups can make my life ruin.",0
224276630,wwalaurmani,2910,158,71086,If you could have it...would you even want it?,0
853893720,wxel_,458,241,5814,one nation under squad,0
2711226669,wxirdokid,35,118,133,"Always be yourself, unless you can be Batman then always be Batman.",0
2273812328,KTHRYNBRND,1295,88,25566,Tanga lang ang hindi makakaintindi na Kathryn lang ako,0
419912338,wyguymom,532,759,6492,"Mompreneur, start up junkie. I love living life. I care about a lot of things, but find delight in the ridiculous. http://t.co/9y7amendgb",0
1682290266,wynnboy2,447,197,8902,Trying to do my best in everything so in the future others won't have to struggle. Blessed by God. Follow me on IG: tristanwynn2,0
73667093,xBlack_white_x,390,374,98934,Snapchat: xblackwhitexiPhone FTW ;D The NBHD,0
364100451,xNaStRaDaMuS,295,1216,13352,#HeatNation Proud #Liberal,0
1284040184,xNiallsBumsFart,17806,16707,84194,Kiss my scars - - - - - @BocasAdore + @imniallsdiana are the reason why I'm breathing right now❤️,0
1492569428,xPsychxGirlx,4217,4200,10436,||16 ||Depressed || ED ||Suicidal || Cutter || Suicide attempts:10 || @24Georgiaa saved me♡ ||Days clean: 18 || Goal weight:100 lbs||Welcome to my dark mind,0
365644240,xSeraiahx,715,563,21113,"I'm not basic nor do I aspire to be. Music is everything to me. You can't compete, where you can't compare. #TeamTrini",0
167639858,xWordplay,76,85,751,Ruler of Tiny Humans. Or their slave... hard to tell sometimes.,0
633602151,xaloapx,1347,891,57416,laterz baby,0
2932316017,xanwan,103,97,1989,refresh and live again .,0
849335840,xelzey1,88,207,1478,"Because it's precious, because you don't wan't to lose it, you hide it and put up a front. That's why everyone lies...but...the biggest liar of all...was me.",0
1871454752,xenanimous,1243,777,5340,シ              Publicly Private              彡   Directioner | Engineering student | Food Porn |  Adventurer | Life Goals | Active | Instagram: xenanimous,0
257742584,cakexnarry,8588,6724,74003,"im the daisy in a field of roses., lrh+band // 032215 otratmnl",0
318548093,xmysamex,481,504,61237,the question isnt who is going to let me; its who is going to stop me,0
2992735788,xoLarryForverxo,124,176,774,I love somebody called Louis and he be married to this cupcake called Harry and together they're forever Larry goodbye,0
533547779,xo_clairelouise,1284,878,3014,"Blogger, Content Strategist, #BloggerOutreach & Freelancer. Words for @hellogiggles, @rocksound & more. Feminist, Foodie, Parahoyer & Marketing @bigdealclothing",0
1414080518,xoayeli,125,70,2147,,0
1315498382,xobieber93,2717,2095,19160,Tired and Uninspired •J & J followed• Met My Queen 2x•,0
2159707566,xomayaa__,324,196,9899,whats your damage ?,0
140018040,xosnow_whitexo,185,83,3048,"I'm a dragon, you're a whore.",0
3873101,xpavlovx,720,530,106335,【カジュアル釣り部】 @We_Are_KFC,0
124112471,xpeanutgalleryx,1636,1212,119211,powered by rice.,0
1221296700,xtinerubin,71,542,1834,"solid kathniel, student nurse",0
100933746,xyliaxilo,123,221,7072,Jesus Is My SaviorFollow me n I'll follow u back.....specially ELF....^^,0
301845904,yaaaminchy,1133,856,36586,VIP & 아미 / 지디 & 태양 / 태형 & 호석 / 121024 141025 150301 150308,0
577502014,yaboi_sandlot,561,458,13575,===== Go Pack Go =====,0
2837952412,yalid12,51,165,539,"una eterna optimista, que pese a las dificultades mira la vida con esperanza....",0
161096641,yamineftis,273,116,12987,"Artist|English|Español. Mainly One Piece fanarts, Pixiv id=1657405 - My store: http://t.co/0uAhru20VR",0
36666899,yannswvngxx,482,479,19934,California dreaming | Scott on the rocks,0
1554594109,yanni_stark,620,387,30048,rollin with my homies | Efuru Child,0
2619891104,yanshxoxo,26,203,1637,Yansh,0
79168933,yapech,822,314,18542,,0
20849470,yashrajbhalerao,182,107,11655,"Narcissistic, egotistic, sarcastic bitch who thinks the world is flat and he is the single highest point on it.My coffee tastes like corn.",0
84536856,yasirdil_,371,539,5290,"Fed minister for P&D at #NYAPK & #FATA , #women n #Youth Rights Activist, V. president @wow_kpk , whatsapp 00923005303288",0
912328232,yeahpitstonton,222,255,15649,Just be happy and smile more|Cali ✈️ PI,0
2406203877,yeahthatsk,2227,2104,20172,toodles.,0
1965789655,yelsaah,465,235,2509,IG: yelhsa.x | 18,0
2326385024,yethHer,931,1385,6804,21/Teacher/Youth Minister/Dont worry too much because everything happens for a reason. Choose to be brave like Mary! ^^,0
15084319,yifany,75,142,6365,This Earth is down to core irony.,0
2793360007,yk_778,12,145,1491,I'm not a native English speaker. My English is not good. So I'm sorry if it's difficult for you to understand my English.,0
1969038289,yoannehere,75,63,595,D A U N T L E S S ✖️✖️ E R U D I T E,0
292928265,yogimommi,17,115,224,"I'm a stay-at-home mom, to an exciting 7 year old girl. I enjoy my friends, practicing yoga & cooking natural, locally sourced food for my family.",0
567591601,yoitsanal,232,174,4652,ur beautis,0
1404817634,yomeko417,40,53,2216,2歳娘0歳息子を育てる働きママン。英語勉強中なので英語呟きも。l'm the mother of two children.l've learned English.,0
264077065,yorkstblues,690,907,4616,time to ask ..WHY !,0
1069253424,yosoy__jack,266,687,14197,"whatever you have to do, just find an excuse to win.",0
2649554102,youdabombswan,1022,271,15488,i got 99 problems and fictional characters are all of them,0
796706299,youneverknowcfc,361,195,5348,chelsea. you never know. 18.,0
373174563,younggup,224,181,6309,"We are what we think. All that we are arises with our thoughts. With our thoughts, we make the world. #MUFC #ColtsNation #Aquarius #Spurs",0
322816704,youpaynow,204,467,13837,All things tennis... oh and wine.,0
343263643,youpettihoe_,2166,1627,36513,#RIPTEVEON,0
1378581602,yourboyt0m_,226,296,4448,quite bored,0
1941490830,youreashithole,258,308,4857,i may not be 5 gum but i can stimulate ur senses,0
86432824,ysaymarasigan,26510,581,8922,Life is fun if you just find out how. | Ateneo De Manila University | AMVT |,0
3140211968,yukimammomoshu,299,166,718,ONEDIRECTION/TAYLORSWIFT/5seconds of summer/ くりす君❤❤❤❤❤❤❤/女優.歌手志望/都内女子校/絡んで/こどもの城,0
2513067457,yumawynn,255,254,8381,Komazawa Univ GMS Junior / soarup (DJ) → @p1019335,0
578727389,FlavDFuego,491,226,22317,ive got way too many blues for anymore bad news,0
43831327,yunhoppar,1781,1858,166628,procrastinator expert (◕‿‿◕｡) / tweets a lot. काट के रख देंगे। beware/ other half @maxduckbutt /child @jjwode_ai/ dotes on @jaz9095,0
41779886,yvanlimson,722,529,19287,Multimedia Producer for @YouScoop and @gmanews. Views and opinions expressed are my own.,0
944283066,zac_close,583,420,11374,"Lets get it, Cheers",0
181191283,zacaj_,437,304,128929,"Aspiring Narratologist, Anime Scientist, Slowly making a pinball machine from scratchLooking for a game artist",0
342527071,zachtaylor_13,447,426,8582,"I aspire to be the best me I can be. Living life to the fullest. ~If you dream it, you can do it~Instagram: zactastic13",0
245152155,zacpell,128,115,5991,"I'm a mass murderer, what can I say",0
1368519996,zacymadness,561,1433,5852,"Dimebag is the king ,#lfc , DDs .#bulldogsNRL,snowboarding&sk8boardn..love life itl love u back  \m/",0
612711615,zarryftstars,3218,1943,26443,We live in a world that someone can say anything about anyone and it can be seen as the truth - @Luke5SOS   Alwayszaynmalik1D,0
2893155055,zaynmalik9398,118,58,7411,I'm here to love and support One Direction with all my heart. ❤️❤️ And Zayn is my Favourite cuz he's PER FECT,0
1492049473,zclausen1,212,219,1087,league of legends is my life,0
114016831,zeeshan_haque,289,1368,5301,"Techie #InternetOfThings ,Football Fan, Foodie, Movie buff and a bit of Photography. I support the team you take pride in defeating. #ViscaBarca and #COYG",0
347709470,zeexkd,653,303,33605,Illegitimi non carborundum,0
2918581380,zhyskieee,151,434,558,hunhan - chanbaek - vkook,0
599844379,fiveIads,10273,98,62597,wht r u gonna do pal,0
2419965872,zndmt,13,68,400,I'm in love with H!P,0
205218909,zombiemaster999,94,597,315,,0
2874966164,zubairniaziPTI,5378,1238,4099,[ Member PTI SMT Official ] ( PTI District President Youth Wing Sargodha ),0
2980901837,zuhazuu1,18,136,199,,0
121122678,zveljka,41,263,2609,Whatever it is you're seeking won't come in the form you're expecting. — Haruki Murakami,0
2910276853,cypherjimin,498,109,20997,NOT a Jimin stan | #Taelyn | @flowerdaddies | show me the recipes,0
24858289,davideb66,22,40,1299,,1
33212890,ElisaDospina,12561,3442,18665,"Autrice del libro #unavitatuttacurve dal 9 aprile in tutte le librerie.Top model #curvy, su @Raidue tutor di #moda per @dettofattorai2",1
39773427,Vladimir65,600,755,22987,[Live Long and Prosper],1
57007623,RafielaMorales,398,350,7975,"Cuasi Odontologa*♥,#Bipolar, #Sarcastica & Some might say im a BiTch but I'm just a Free beast in a Wild life.- #1God'sFan, Dreamer & Music Believer~",1
63258466,FabrizioC_c,413,405,20218,"I shall rise from my own death, to avenge hers with all the powers of darkness.",1
96435556,Marianocrt,134,401,15259,O scrivi Italia o scrivi libertà. Due termini distanti come la Costituzione formale e quella materiale!,1
108992875,marzia_hayley,337,630,9551,paramore 10/06/13 ♥♥ - Tonight Alive - TVD -TO - OUAT- Revenge - TW - SPN ecc.,1
177671726,RobertoBoscaini,28,105,206,"Appassionato di manga, anime, cimema, serie tv, wrestling, sport, Giappone.",1
223945761,ilsaggiolibro,2617,52,93793,,1
237177357,RosannaPilano,1561,2001,490,"Focosa, onesta, sincera. Mai tradire.",1
237178034,Camillesr78,2355,2074,450,"I love to travel, go on long walks on a gorgeous day, grill out with friends, read a good book, anything involving the water, see live music or an occasional",1
237192061,Esteryr81,4772,5167,507,"La mia vita è una festa, ma anche quella di una donna riflessiva. Scegliete la parte che vi piace di più.",1
237192993,Moniqueeo84,5772,6022,513,"Molto socievole, amo la cucina, il vino, il calcio e gli amici.",1
237197647,EsterWalshgm75,124,0,311,"I've been described as the life of the party as well as a deep thinker. I like to have fun, laugh, be ridiculous, or sit around with a drink and talk about th",1
237201814,Adelabx71,4375,4777,471,L'apparenza non è importante.,1
237226175,Adelahu83,5508,5642,478,"Mi piacciono le cittadine piccole, quelle dove tutti si conoscono ma dove nessuno si conosce veramente.",1
237234251,Graciejl90,5505,5701,447,"La gioia di vivere, in me.",1
237326341,Wendyn76e,5530,5873,444,"Sono una tipa tranquilla, blue jeans. Amo ballare e cucinare.",1
237332572,Larapa82,6018,6466,486,I am a down to earth person. I was raised country and still follow a lot of my southern traditions but I have a rock n roll spirit. (if you do not like girl,1
237346330,Lessieri73,5359,5595,449,"Non sono d'accordo nel fingere, questa società ci fa dare il peggio di noi stessi. No, non ci sto.",1
237359828,Matildadr89,4870,5350,514,I love to laugh and goof around. I am an affectionate person and I love to snuggle up with someone and watch movies or just talk. I enjoy spending time ou,1
237367607,Moniquenn89,4316,4716,477,"Well... I am a pretty outgoing individual that likes to laugh, smile and have a good time! I love to be out and about- but I also like to be home and just rel",1
237375183,Lydiali76,4420,4731,497,"This is a little on the weird side, but I'll give it a shot: I am fun-loving, caring, and independent... I really value my family and my job... I absolutely l",1
240706202,ilpoetadel,4855,5300,5550,Retwitto e Premio i migliori Tweets! Ricambio il Follow.,1
260649579,iinokinji,1901,1895,13013,"...e guardo il mondo da un'oblò...(account con pilota automatico, mezzo uomo e mezzo macchina) - #followback in 5 min",1
282659109,Sconton,192,73,22794,Sconton è un portale fondato sui gruppi d'acquisto che offre la possibilità di acquistare qualsiasi tipo di servizio ad un prezzo imbattibile. Basta registrarsi,1
299988118,PeterLaliOK,243,965,9053,Mercoledì 22.Maggio.2013 - Ore:14:10,1
327060670,Airolf,10854,10606,25930,"Mika e' la mia vita, Supernatural la mia passione, il giardinaggio l'antistress. Fringe, Vampires, rock, tecnologia.....follow back...",1
336996257,RosannaMarani,3307,934,106283,Per sapere chi sono statahttp://t.co/YnHLAz1Hybhttp://t.co/hkLUi7uPRbPer sapere chi sono...chiedimelo#proésia P'ossessione vocale: https://t.co/cXoPzmUEyg,1
357536147,stressfreezone_,3236,1923,381,,1
393927847,ClaudiaMora84,466,682,306,,1
418371090,Torrezuuh,4822,5207,469,Eddaje.,1
418501358,FlavioLiMolsa,4421,4827,413,"Laureando in economia, speriamo la crisi passi presto.",1
421987528,PaolaGattini1,152,294,4986,"Puoi svegliarti anche presto, all'alba, ma il tuo destino si è svegliato mezz'ora prima di te...",1
430928749,GiardinoIllumin,590,29,31332,,1
434722849,GiulioAdriani,4090,4498,443,,1
434727810,CristianoMinima,4367,4803,422,Sono un tipo semplice. Ma non mi fate arrabbiare.,1
434728619,Addisonohy,4486,4935,482,"Amo il mare, le immersioni, il surf, il sole insomma.",1
434729769,IsaccoTombo,4447,4807,458,"Aspirante attore, ma amo la pittura.",1
434732328,Jordenoza,4032,4414,507,,1
434742028,GregorioAbramo,4159,4483,437,Amo la musica.,1
434756188,HudsonAldenlvc,3800,4185,460,Carpe diem. Non è un pesce.,1
434775697,HadenDamonuyo,4116,4527,467,Un mare di divertimento.,1
434790178,AlbertoJena,4317,4749,441,L'Italia è quel paese dove finisci di studiare e ti ritiri dal mondo del lavoro nello stesso momento.,1
434792369,AldoColecchia,4514,4730,439,Chi ha tempo non perda tempo.,1
434795107,Albertone874,4200,4435,460,"Ndo me metti, sto!",1
458941316,CourtneyAnne333,128,472,901,"I just want to live and let live, I aspire to be an inspiration one day, and life is just a bunch of decisions to be made.",1
465192765,TeresaMarzi,5197,5568,359,"Allegra quanto basta, decisa, tanto.",1
465196345,FilippaVarelli,0,0,120,"Se una persona ti fa sorridere, non dovresti abbandonarla mai",1
465303273,LiviaSalemme,1,0,79,"Non si avrà tutto ciò che si desidera, ma si dovrà sempre cercare di ottenerlo",1
465305493,PaolaGirottina,4107,4432,213,"Non per distruggervi le speranze, ma l'unica cosa che se ne va e poi torna è la fame.",1
465306140,CinziaProtetto,0,0,33,"Amandoti ho amato i tuoi difetti, i tuoi errori, le tue bugie, le tue bruttezze, le tue contraddizioni, il tuo corpo.(Oriana Fallaci)",1
465306667,CarlaBarattone,5868,6198,321,Quando ce vo ce vo!,1
465317813,OliveraMarigu,4992,5250,257,"Preferisco piangere, ridere, incazzarmi, star bene, star male. Essere fragile e forte. Ma con un cuore. Anziché averlo e nasconderlo sempre",1
465318952,ValentinaCapace,0,0,137,"Tieni nel tuo bagaglio qualcosa del passato, ma lascia sempre spazio per quel che arriverà in futuro",1
465319501,VeronicaVandini,2,0,124,Dai il giusto peso alle cose che vuoi mantenere nella tua vita,1
465320112,RoccoDiamantoni,0,0,62,"Se desideri davvero qualcosa, nessuno sforzo sarà troppo pur di raggiungerlo",1
465323067,SciallaFinzi,5446,5989,309,"le cose che non capisco, sono quelle che poi mi piacciono.",1
465323815,DiegoSimeoni78,544,685,131,"La vita andrebbe goduta, senza sopportare le cose che non ci piacciono",1
465325040,MicheleNotami,480,671,161,"Se non sei una brava persona, non sarai neanche un buon partner",1
465325633,LuciaSale,0,0,63,A volte il silenzio è la risposta più assordante,1
465328572,GaiaDaspo,0,0,48,Sii abbastanza forte da lasciar andare ciò che ti ferisce,1
465334514,LuciaFagena,18,28,116,L’amore non muore mai di morte naturale. (Anäis Nin),1
465335657,RobertoRamina,0,0,137,"Amicizia è come il tempo, non va sprecata",1
465338328,EmilioStrafanno,0,0,100,"A volte l'Amore deve finire, per iniziare di nuovo. Con una persona diversa",1
465343577,LunaNavelli,0,0,72,Non costringere le persone ad inventare delle scuse: accetta il rifiuto al primo NO,1
465347437,SimonaMorante,4936,5228,231,"non aspettare l'apocalisse, prendi l'iniziativa.",1
465349136,SimoneLagona,0,0,123,"Non lasciatevi condizionare dal denaro, la vostra vita vale molto di più",1
465351389,OrianaFalqui,5537,6062,270,L'essenziale è invisibile agli occhi.,1
465352631,PamelaSalverini,222,294,128,"Affronta le lotte con coraggio, e anche le sconfitte avranno onore",1
465359767,CarmelaNoa,296,345,140,"La maggior parte delle persone felici lo sono perché fanno ciò che amano, senza pensarci troppo.",1
465360460,DaniloFabrizi99,0,0,130,"Non paragonarti ad altri, cerca sempre di fare del tuo meglio per te stesso",1
465361035,MarcellaColasa,1,0,82,La fretta di sistemarsi può far fare scelte più azzardate di quelle di chi non vuole stabilizzarsi mai,1
465365494,WandaCuperlo,4435,4825,287,"Possiamo passare giornate, mesi interi senza parlarci, poi basta uno sguardo e siamo ancora noi, ci capiamo, basta poco e noi torniamo.",1
465366176,SofiaRastio,0,0,54,L'unica religione da seguire è quella in cui credi,1
465366686,FrancescaFormo,232,341,149,"Non hai nulla da perdere nel giocarti le tue chance, quindi giocatele",1
465367288,StupidaCamilla,534,653,144,"Mantieni sempre un atteggiamento positivo, riuscirai anche in cose che pensavi impossibili",1
465368221,DaianaNorma,281,334,139,"I veri amici sono difficili da trovare, ma poi non ti lasceranno mai",1
465369079,FabioLucenti6,0,0,104,Non aver paura di lasciare indietro chi non ti ama fino in fondo,1
465369276,RenataCosimi,0,0,135,Tutti hanno bisogno di un posto dove sentirsi al sicuro,1
465371272,MarziaBaraldino,5046,5546,330,"Non è bello ciò che è bello, ma è bello ciò che è vero.",1
465371415,SaraFermani75,0,0,48,"Tu sei strano, lo sai? Lo sei sempre stato. Lo dicono tutti. Fin da quando eri piccolo.»«Sto cercando di non esserlo.»(Stephen Chbosky)",1
465372408,MarioCarponi,231,283,141,"Mantieni sempre un atteggiamento positivo, riuscirai anche in cose che pensavi impossibili",1
465373317,MichelaLancinin,0,0,20,La vanità gioca dei brutti scherzi alla memoria.(Joseph Conrad),1
465373507,LucioDabioni,0,0,43,L'avidità rende ciechi,1
465373538,DianaValeti,0,0,31,"E' la tua vita, devi fare ciò che ti fa stare bene",1
465374176,RobertinoFora,21,33,86,La necessità di sentirsi triste si andava trasformando in lei in un vizio a mano a mano che la devastavano gli anni.,1
465374259,MelissaGenio,1,0,67,L'avidità rende ciechi,1
465375874,MartinoRispo,266,339,120,"Essere legato alle persone ti rende amorevole, esserlo alle cose ti rende avido",1
465376231,SandroTamiri,0,0,116,Non giudicare ciò che non conosci,1
465376509,SimonaBarini,0,0,57,"Sii forte, le cose andranno meglio",1
465378230,GiacomoFillotti,1,0,47,Guarda indietro solo per vedere fin dove sei arrivato,1
465378609,MaurizioTorrino,0,0,63,Non fare il forte con chi é più debole,1
465378983,DinoDimando,235,296,131,"Non cercare un buon amico, cerca di esserlo",1
465379325,RenzoBandieri,0,0,121,Dovremmo sempre essere grati di chi si preoccupa per noi,1
465380942,CinziaDevoti,281,340,136,"La vita è piena di sorprese, buone e cattive: tieniti strette le buone, e lascia andare le cattive",1
465387088,FabioRitozzi,0,0,47,"I ricordi non cambiano, le persone che li hanno generati si",1
465387671,MarcelloGarardi,0,0,71,Tra essere arrabbiati ed essere delusi c'è una grande differenza,1
465389976,FrancyGavro,282,357,147,"I problemi non possono essere risolti pensandoci e basta, occorre agire",1
465392182,AlessandroMaro0,0,0,78,Ci vuole troppo poco per uniformarsi alla massa: pensa con la tua testa,1
465392383,AlessiaSperosi,1,0,40,"Preoccupati dei problemi reali, lascia stare quelli immaginari",1
465393290,RenzoMeravigli,0,0,68,La delusione è figlia delle aspettative,1
465393485,DanieleCarri,254,331,131,Non aspettare che qualcosa accada: falla accadere,1
465394343,EvelinaCarroso,4894,5379,282,"Voglio un'illusione controllata. Qualcosa di piacevole, senza la controindicazione della realtà.",1
465398499,StefaniaEdiano,0,0,134,"Non temere mai di dire la verità, sii leale sempre",1
465399263,PriscillaParto,1,0,117,"Chi viaggia e scopre il mondo, scopre se stesso",1
465399558,PaolaIlario,4622,4905,258,cercate persone intelligenti con cui ridere come scemi.,1
465401166,ViolaTorino,3831,4216,275,,1
465402069,ValeriaValenta,1,0,131,"Essere gentili con chi non ci piace non significa essere falsi, significa solo essere più maturi e tolleranti degli altri",1
465403330,PiaCarassi,3733,4106,233,Se non piaci abbastanza siine lieta. La massa ha gusti pessimi.,1
465404789,SaraGiardina89,5270,5253,390,Roma è la più bella città der monno,1
465404874,FernandaMirri,2,7,117,"La vita è fatta di scelte, e le scelte si possono sbagliare. Quindi vivi sereno",1
465405613,DanieleUrtani,1,0,98,"Ogni giorno è una nuova possibilità di vita, non sprecarla",1
465413078,FloraMagesi,22,36,96,"A un certo momento si arriva a una specie di tranquilla malinconia, una sorta di calma, quasi la certezza che non succederà più nulla",1
465417674,FrancaMagici,1,0,110,Le persone che ci fanno sorridere solo quelle che più facilmente ci spezzeranno il cuore,1
465418238,EnzoRigoni10,222,287,110,"I pensieri negativi fanno cambiare l'umore, quelli positivi anche. Decidi tu che umore avere",1
465418810,CarlaMancinello,290,366,116,E' la gentilezza a distinguere un leader da un capo,1
465418896,GiulianoAmianto,0,0,66,"A un certo momento si arriva a una specie di tranquilla malinconia, una sorta di calma, quasi la certezza che non succederà più nulla",1
465420606,RacheleMariott,4548,4685,291,"Quando capiti, mi confondi. E quando capita, ti distingui.",1
465421036,TeresaBenci,4879,5251,294,"Se volete sentirvi liberi infrangete le regole, non i cuori.",1
465426060,DanieleLorenz1,1,0,115,I piccoli segreti crescono fino a diventare grandi menzogne,1
465427410,LuciaBarrello,0,0,108,"Le bugie uccidono la fiducia. Per quanto dura, scegli sempre la verità alle menzogne",1
465428761,CarloTavarne,0,0,125,Vivo per la mia famiglia.,1
465429324,ChiaraBerani,6135,6660,365,Carpe diem,1
465429916,GiovannaLimo,2,0,55,"Gli ostacoli serviranno a renderti più forte, non mollare",1
465431259,NaomiBulla,248,361,120,"Tieni la testa alta, e il dito medio ancora più in alto",1
465433276,OrianaBonelli,4292,4717,304,Per chi. Per dove. Per quando. Per come. Per sempre. Per forse. Perché tutti i per conducono a Te.,1
465434130,MarziaGenovesi,0,0,79,Non smettere mai di seguire la luce che illumina i tuoi giorni,1
465434388,StefanoManchi,0,0,138,"Non pensare a ciò che non hai, pensa a come meritartelo ed ottienilo",1
465435993,StafanyFarias,0,0,110,"Diffida dalle persone gelose, faranno di tutto per farti essere geloso anche a te",1
465437206,ElisaTiberi,297,338,135,"Le cose è molto più belle guadagnarsele, che ottenerle senza meritarle",1
465442625,LuigiParelle,0,0,41,"[...] mettere la vita degli altri davanti alla tua, e pensare che questo possa essere considerato un gesto d’amore. Non puoi.(Chbosky)",1
465445130,AlessioMora79,0,0,148,Solo il tempo dirà se hai fatto la scelta giusta,1
466109264,FedericaCiello,0,0,42,A volte l’immaginazione è un pittore più vigoroso della realtà.(Kristen Harmel),1
466110228,SarahDenoni,19,40,95,"Gli amici sono quelli che lo dimostrano, non quelli che dicono di esserlo",1
466114317,GioiaDelPrete,0,0,93,Diventa quello che sei,1
466116893,TinaGeremiani,0,0,57,"Se desideri davvero qualcosa, nessuno sforzo sarà troppo pur di raggiungerlo",1
466121357,PierluigiCafoni,0,0,120,"L'amore di chi ci è vicino, questa è la sola cosa che conta",1
466123036,BeaComencini,4618,4798,252,Amo andare a letto con un libro. O con chi ne ha letti molti.,1
466124519,EllaMoriace,4371,4649,310,"Quel miracolo lì, di incontrarsi per doversi dire addio e annegare in un abbraccio che sa di nuovo inizio.",1
466124818,CarlettoFocia,0,0,50,[...] che ciò che è tesoro e saggezza d’un uomo suoni sempre un po’ sciocco alle orecchie degli altri.(Hermann Hesse),1
466125372,FabianoGerdone,0,0,58,Le pene d'amore cambiano le persone,1
466126074,EmilianoSandera,0,0,118,La tua volontà segnerà il tuo destino,1
466131055,RenataLaretti,34,41,93,"Era solo un sorriso, niente di più. Una piccola cosa.",1
466132138,BeaConsigli,4419,4861,295,"Laureata in economia, sogno una vita accademica.",1
466133310,MauroVolpa,206,277,111,La vera bellezza è nella serenità di sentirsi amati,1
466139143,DarioCarmani,1,0,149,"Scegli l'amore all'odio: invece di odiare qualcuno, semplicemente ignoralo. Amerai di più te stesso",1
466139912,IlariaPavese87,4617,4852,296,Tutto il mondo è Pavese :),1
466141484,MariellaCantini,297,332,128,Un grande sogno richiede un grande sacrificio,1
466143639,VanessaLuppolo,0,0,81,"Perché qui le persone sorridono sempre, anche quando non c’è niente da ridere?",1
466145460,MariellaNavoni,296,362,145,"Non si può piacere a tutti, quindi preoccupati di piacere solo a te stesso",1
466146699,PietroCardio,1,0,109,Solo chi ha fede in se stesso ne avrà negli altri,1
466150269,BrunaCarlinetti,241,341,153,Senza perdono la vita sarà una vendetta continua,1
466152441,CinziaBiazzi,0,0,150,L'amico vero è quello che resta quando il resto del mondo se ne va,1
466152938,WilmaGiada,5149,5484,302,L'essenziale è invisibile agli occhi.,1
466153262,EvelinaPolacco,4208,4605,259,"C'è quello che vuoi e poi c'è quello che puoi. In mezzo, l'universo.",1
466154098,CostantinoVarlo,0,0,121,Non ci sono scuse per le cose che non raggiungi se non ti sei impegnato abbastanza,1
466155191,ValdaRuggero,4803,5272,309,Innamorata dell'amore.,1
466155797,VanessaGiorga,0,0,65,"Il denaro è sopravvalutato, il tuo comportamento varrà molto di più: sii onesto",1
466156124,AlmaCerasolo,4328,4751,299,Avevo paura della solitudine perché sapevo che fosse l'unica che dovunque fossi andata mi avrebbe accompagnata.,1
466157984,FrancoContenne,314,394,138,L'Amore pretende coraggio,1
466158890,CarlottaNomia,303,361,144,Le prime cose che ti faranno uomo sono il rispetto e l'educazione,1
466159914,AntonioBarvaro,1,0,49,"Il passato non consente di pensare, in base a prove sicure, che il futuro gli assomiglierà.(Hume)",1
466161043,GemmaDarianti,5188,5705,287,valuto affinità per prendere distanze,1
466162451,GemmaNoffi,27,35,106,Amare se stessi viene prima di ogni altra cosa,1
466162548,AliceBaldivani,2,0,66,"La noia è la sensazione che tutto sia una perdita di tempo; la serenità, l'opposto",1
466163583,RosaTerrias,0,0,30,"Chi è più sciocco, il bambino che ha paura del buio o l'uomo che ha paura della luce?",1
466163614,LucioBaraldi,15,27,110,Come puoi vivere senza avere dei sogni? E come puoi dormire senza provare a realizzarli?,1
466165783,LuciaBiricchina,386,523,139,"Se non vuoi essere giudicato, evita di giudicare tu per primo",1
466166588,GiusyManildi,1,0,88,Le storie sono un pezzo di mondo.(G. Carofiglio),1
466175265,MichelaOnorili,0,0,105,"La malinconia dagli occhi scuri, triste compagna.(William Shakespeare)",1
466176895,MarcoMurante,250,328,129,"Ieri è passato, guarda avanti",1
466177486,NicolaSalvator,462,664,158,Il modo migliore per vivere sereno è smettere di cercare di adattarsi a ciò che non ci appartiene,1
466178381,Biancacarfagna,4607,4932,248,"Uno vale uno, ma Uno vale più di tutti Luis Orellana",1
466181545,SandroMarcelli,1,0,55,La sensazione di quando ti manca qualcuno è una delle peggiori da vivere,1
466182757,PierpaoloLeoni,0,0,124,Amare la vita che hai è l'unico modo per vivere una vita migliore,1
466183322,RenzoFarenni,0,0,50,"Ti amo, Lenore. Non c’è odio nel mio amore per te.(David Foster Wallace)",1
466184623,NelloMircaro,0,0,44,"Le persone che pensano che gli altri mentano, 9 volte su 10, lo fanno perché sono le prime a mentire",1
466188621,DanieleSazio,0,0,31,Svegliati e vivi la tua vita,1
466189042,AriannaParemi,0,0,127,Un sogno che non proviamo a realizzare potrebbe trasformarsi in un incubo,1
466189857,NoraTimoti,0,0,116,Vivi la vita un giorno alla volta,1
466192045,DalilaTravallo,0,0,131,"Le persone che si accorgono di te solo quando te ne stai andando, non meritano di esserti vicine",1
